text,label
Quels sont les meilleurs sports d'hiver dans le Colorado,travel_suggestion
J'aimerais savoir quels sont les sites à visiter à Bruxelles,travel_suggestion
Quels sont les lieux d'intérêt touristique à visiter en Inde,travel_suggestion
Je suis en voyage à Madrid. Que devrais-je visiter,travel_suggestion
Proposez-moi des musées à visiter à Berlin,travel_suggestion
Recommandez-moi des choses à faire à Bangkok,travel_suggestion
"Je vais en vacances à Prague, que puis-je faire",travel_suggestion
"Je vais en vacances aux Bahamas, quelles activités sont recommandées là-bas",travel_suggestion
"Dites-moi, que dois-je faire à Munich",travel_suggestion
Quels sites touristiques dois-je visiter à Vienne,travel_suggestion
Pouvez-vous recommander des activités à faire à Las Vegas,travel_suggestion
Qu'y a-t-il à faire à Melbourne,travel_suggestion
"Je prévois un voyage à Séoul, que recommandez-vous de visiter",travel_suggestion
"Je veux visiter Pékin, que recommandez-vous",travel_suggestion
"Je prévois de visiter São Paulo, quelles sont les attractions touristiques",travel_suggestion
"Vadrouillez à Buenos Aires, qui sont les lieux d'intérêt",travel_suggestion
Pouvez-vous me donner quelques suggestions d'excursions en plein air en Alaska,travel_suggestion
"Je prévois de visiter Venise, que devrais-je voir",travel_suggestion
Proposez-moi des activités à faire à Boston,travel_suggestion
"Je pense aller à Montréal, qu'y a-t-il à faire",travel_suggestion
Quels sont les endroits essentiels à visiter à Antalya,travel_suggestion
"Je suis en voyage à Vancouver, que recommandez-vous de visiter",travel_suggestion
Qu'y a-t-il à faire à Houston,travel_suggestion
Quels sont vos conseils pour les touristes en Islande,travel_suggestion
Donnez-moi des idées de ce que je pourrais faire à Austin,travel_suggestion
Proposez-moi de bonnes activités de plein air à faire à Miami,travel_suggestion
"Je planifie un voyage à Philadelphie, que recommandez-vous de visiter",travel_suggestion
"Je vais à la Nouvelle Orléans, que devrais-je faire",travel_suggestion
Pouvez-vous me donner des suggestions sur ce que je devrais faire à Moscou,travel_suggestion
Qu'y a-t-il à faire à Stockholm,travel_suggestion
Donnez-moi des suggestions pour des visites à Chicago,travel_suggestion
Faites-moi une liste de choses à faire à Barcelone,travel_suggestion
Donnez-moi une liste de recommandations pour mon voyage à Oslo,travel_suggestion
Quelles attractions dois-je visiter à Dublin,travel_suggestion
"Je vais en vacances en Finlande, que me recommandez-vous",travel_suggestion
"Je prévoie une visite touristique au Danemark, donnez-moi quelques incontournables",travel_suggestion
"Je prévois de visiter le Portugal, quels sont les sites touristiques incontournables là-bas",travel_suggestion
Donnez-moi un itinéraire pour ma visite à Varsovie,travel_suggestion
Pouvez-vous me donner une liste de choses à faire à Munich,travel_suggestion
Quels sites touristiques dois-je visiter à Reykjavik,travel_suggestion
Pouvez-vous me recommander des sites touristiques à visiter au Maroc,travel_suggestion
"Je suis en voyage en Écosse, quelles sont les recommandations locales",travel_suggestion
Donnez-moi des idées pour explorer les sites touristiques de Bali,travel_suggestion
"Je prévois de visiter la Belgique, quelles sont vos recommandations",travel_suggestion
"Je serai en vacances en Norvège, qu'est-ce que je devrais faire",travel_suggestion
Quelles sont les meilleures choses à faire au Pays de Galles,travel_suggestion
Pouvez-vous me suggérer des itinéraires pour visiter le Vietnam,travel_suggestion
Je suis à la recherche de suggestions pour voyager au Cambodge,travel_suggestion
"Je prévois de visiter le Luxembourg, qu'est-ce que je devrais voir",travel_suggestion
"Je planifie un voyage aux Maldives, que devrais-je faire",travel_suggestion
Donnez-moi des suggestions pour ma visite en Équateur,travel_suggestion
"Je prévoie une visite en Bolivie, que devrais-je faire",travel_suggestion
"Je serai aux Philippines, quelles sont les attractions touristiques",travel_suggestion
Donnez-moi des idées pour mon voyage en Arabie Saoudite,travel_suggestion
"Je suis en voyage en Jamaïque, que devrais-je faire",travel_suggestion
Suggérez-moi des choses à faire pendant mes vacances à Cuba,travel_suggestion
"Je vais visiter le Sri Lanka, quelles sont les meilleures choses à faire là-bas",travel_suggestion
"J'ai l'intention de visiter l'Iran, quels sites touristiques recommandez-vous",travel_suggestion
"Je prévois de faire un voyage en Tunisie, que devrais-je faire",travel_suggestion
Donnez-moi une liste de choses à faire en Géorgie,travel_suggestion
"Je planifie des vacances à Malte, qu'est-ce que je dois faire",travel_suggestion
Quoi faire en Albanie pendant mes vacances,travel_suggestion
Quel est le meilleur site touristique à visiter en Arménie,travel_suggestion
"Je planifie un voyage en Lettonie, que recommanderiez-vous",travel_suggestion
"Je serai en Slovénie, quelles activités recommandez-vous",travel_suggestion
J'aimerais des suggestions sur ce que je devrais faire pendant ma visite en Estonie,travel_suggestion
J'aimerais des recommandations sur ce que je devrais faire pendant mon voyage à Chypre,travel_suggestion
"J'aimerais visiter l'Islande, avez-vous des conseils pour moi",travel_suggestion
"Je prévois de faire un voyage à Brunei, avez-vous des recommandations",travel_suggestion
"Je voyage à Djibouti, que devrais-je faire",travel_suggestion
"Je prévois de visiter le Bhoutan, pouvez-vous me donner quelques recommandations",travel_suggestion
"Je vais en vacances à Gibraltar, que devrais-je voir",travel_suggestion
Quels sont les lieux incontournables à visiter à l'Île Maurice,travel_suggestion
"Je séjourne aux Fidji, quelles activités sont recommandées là-bas",travel_suggestion
Pouvez-vous recommender quelques activités à faire aux Seychelles,travel_suggestion
Quelles sont les attractions touristiques à ne pas manquer à Andorre,travel_suggestion
"Si je visite Saint-Marin, qu'est-ce que je devrais faire",travel_suggestion
"Je vais aux Îles Féroé, quelles sont vos recommandations",travel_suggestion
Qu'est-ce que je devrais voir si je vais aux Îles Cook,travel_suggestion
"Je pars en voyage à Saint-Kitts-et-Nevis, quels sont les incontournables",travel_suggestion
Que devrais-je visiter si je vais à Saint-Vincent-et-les-Grenadines,travel_suggestion
J'aimerais obtenir des suggestions sur ce que je peux faire aux Îles Marshall,travel_suggestion
"Je vais aux îles Salomon, que devrais-je faire",travel_suggestion
Que dois-je voir si je vais à Palau,travel_suggestion
Qu'est-ce que je devrais faire si je vais à Nauru,travel_suggestion
"Si je vais au Kiribati, que me recommandez-vous",travel_suggestion
Je suis en voyage à Sainte-Lucie. Quoi faire,travel_suggestion
"Je vais séjourner à Tonga, quels sont les lieux d'intérêt",travel_suggestion
"Je prévois de visiter l'Antigua-et-Barbuda, que devrais-je faire",travel_suggestion
"Je suis en voyage en Micronésie, avez-vous des recommandations",travel_suggestion
Donnez-moi des suggestions sur ce que je devrais faire à Tuvalu,travel_suggestion
"Je planifie un voyage à Samoa, quels sont les lieux incontournables",travel_suggestion
"J'ai l'intention de visiter Vanuatu, qu'est-ce que je devrais faire",travel_suggestion
J'aimerais vos conseils sur ce que je devrais faire à Dominique,travel_suggestion
J'aimerais visiter Sainte-Lucie. Quelles activités recommandez-vous,travel_suggestion
"Je suis en vacances à Grenade, que devrais-je faire",travel_suggestion
J'aimerais savoir que faire à cause de mon voyage à Saint-Marin,travel_suggestion
"Je suis en vacances à Monaco, que devrais-je faire",travel_suggestion
"Je prévois de visiter la ville de Vatican, qu'est-ce que je devrais voir",travel_suggestion
J'aimerais savoir que faire à Taiwan pendant mon séjour,travel_suggestion
"Je prévois de visiter le Bhoutan, quels sont les lieux à visiter",travel_suggestion
Donnez-moi s'il vous plaît une liste de choses à faire à Macao,travel_suggestion
Suggérez-moi des lieux à visiter en Israël,travel_suggestion
"Je prévois un voyage à la Barbade, quels sont les lieux d'intérêt incontournables",travel_suggestion
"Je suis en vacances en Belgique, que recommandez-vous de visiter",travel_suggestion
"Je suis en voyage à la Grenade, que devrais-je faire",travel_suggestion
"Je prévois de visiter les îles Marshall, quels sont les lieux d'intérêt",travel_suggestion
Quels sont vos conseils pour les lieux à visiter à Kiribati,travel_suggestion
"Je serai en voyage à Tuvalu, quels sont vos conseils",travel_suggestion
Qu'est-ce que je devrais visiter à Vanuatu,travel_suggestion
Que dois-je voir si je vais en Micronésie,travel_suggestion
"Je prévois de voyager à Palau, quels sont vos conseils",travel_suggestion
"Je prévois de visiter la ville de l'État de la Cité du Vatican, que devrais-je faire",travel_suggestion
Quel est le poids maximum d'un bagage à main sur Lufthansa,carry_on
Combien de bagages à main sont autorisés sur les vols British Airways,carry_on
Puis-je emporter des liquides dans mon bagage à main,carry_on
Y a-t-il une restriction sur le nombre de bagages à main sur un vol Delta,carry_on
Quelle est la taille des bagages à main sur AirAsia,carry_on
Peut-on prendre un bagage à main gratuit sur EasyJet,carry_on
Puis-je emporter des appareils électroniques dans mon bagage à main,carry_on
Est-il possible de prendre une guitare comme bagage à main sur un vol Ryanair,carry_on
Combien de sacs puis-je emporter dans l'avion avec moi,carry_on
Quel est le poids maximum pour le bagage à main sur un vol de United Airlines,carry_on
Quel est le poids du bagage à main pour les passagers de la classe économique de la Qatar Airways,carry_on
Puis-je emporter une batterie externe de recharge dans mon bagage à main,carry_on
Quelle est la taille du bagage à main sur un vol de Air France,carry_on
Quel type de nourriture puis-je emporter dans mon bagage à main,carry_on
Combien d'articles personnels puis-je prendre avec moi sur un vol Southwest,carry_on
Est-ce que je peux emporter mon drone en avion,carry_on
Quelle est la dimension du bagage à main sur un vol de Emirates,carry_on
Pourrais-je prendre mon trépied de caméra comme bagage à main,carry_on
Quelle est la limite de poids des bagages à main pour les vols internationaux de la American Airlines,carry_on
Quelles sont les restrictions de bagages à main pour les passagers de classe affaires de Turkish Airlines,carry_on
Peut-on emporter des articles de toilette dans le bagage à main,carry_on
Puis-je emporter mon ordinateur portable dans mon bagage à main,carry_on
Quelle est la politique de bagage à main de Vueling Airlines,carry_on
Quels sont les articles interdits dans le bagage à main sur un vol de Etihad Airways,carry_on
Combien de kg de bagage à main puis-je emporter sur un vol de la Aer Lingus,carry_on
Est-ce que je peux emporter des médicaments dans mon bagage à main,carry_on
Quelle est la taille maximum du bagage à main sur Air Canada,carry_on
Quelles sont les restrictions concernant les objets tranchants dans le bagage à main,carry_on
Y a-t-il une limite de taille pour les bagages à main sur un vol de JetBlue,carry_on
Quelle est la politique de bagage à main pour Wizz Air,carry_on
Peut-on prendre des lunettes de lecture comme bagage à main,carry_on
Est-ce que je peux emporter des articles fragile dans mon bagage à main,carry_on
Quelle est la taille du bagage à main sur un vol de Qantas,carry_on
Comment emballer efficacement son bagage à main pour un vol long-courrier,carry_on
Puis-je prendre mon appareil photo comme bagage à main,carry_on
Quelle est la politique de bagage à main d'Alaskan Airlines,carry_on
Est-ce que je peux emporter du maquillage dans mon bagage à main,carry_on
Peut-on prendre un sac de couchage comme bagage à main,carry_on
Quelles sont les restrictions pour les articles électroniques dans le bagage à main,carry_on
Quelle est la taille des bagages à main pour Ryanair,carry_on
Quelle est la limite de poids pour le bagage à main sur un vol de Spirit Airlines,carry_on
Quelle est la politique de bagage à main sur Southwest Airlines,carry_on
Quel est le poids maximum du bagage à main pour un vol de Cathay Pacific,carry_on
Est-il possible de prendre des jouets dans un bagage à main,carry_on
Quelle est la taille maximale d'une valise à roulettes dans le compartiment à bagages à main,carry_on
Est-ce que mon sac à dos compte comme un bagage à main,carry_on
Quelle est la quantité de liquide autorisée dans le bagage à main,carry_on
Quel est le poids du bagage à main sur Singapore Airlines,carry_on
Est-ce que je peux emmener une trousse de secours dans mon bagage à main,carry_on
Quelle est la politique de bagage à main pour Indigo,carry_on
Y a-t-il des restrictions sur le contenu du bagage à main sur ANA,carry_on
Quelle est la taille du bagage à main pour Philippine Airlines,carry_on
Y a-t-il des restrictions sur le contenu du bagage à main sur SAS,carry_on
Est-ce que je peux prendre une trottinette pliante en bagage à main,carry_on
Quel est le poids du bagage à main sur Aeromexico,carry_on
Quelle est la politique de bagage à main pour Frontier Airlines,carry_on
Quelles sont les restrictions pour les articles de sport dans le bagage à main,carry_on
Est-ce que je peux prendre un sac de voyage comme bagage à main,carry_on
Quelle est la taille du bagage à main pour Royal Air Maroc,carry_on
Est-ce que je peux prendre des aliments pour bébé dans mon bagage à main,carry_on
Quelles sont les pièces d'équipement médical autorisées en cabine avec Air New Zealand,carry_on
Quel est le poids du bagage à main sur Air Arabia,carry_on
Est-ce que je peux emmener une tablette dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Alliance Airlines,carry_on
Quelles sont les restrictions pour les produits à base de gel dans le bagage à main,carry_on
Est-ce que je peux prendre un sac de sport comme bagage à main,carry_on
Quelle est la taille du bagage à main pour Scoot Airlines,carry_on
Est-ce que je peux emmener des ciseaux dans mon bagage à main,carry_on
Quelle est la politique de bagage à main d'Oman Air,carry_on
Est-il possible d'emmener une poussette comme bagage à main,carry_on
Quel est le poids du bagage à main sur Turkish Airlines,carry_on
Quelle taille mon sac d'ordinateur portable peut-il avoir pour être considéré comme un bagage à main,carry_on
Quel est le poids du bagage à main sur Czech Airlines,carry_on
Combien de bagages à main puis-je emporter pour un vol avec Iberia,carry_on
Est-il possible de prendre une poupée comme bagage à main,carry_on
Quelle est la taille du bagage à main pour South African Airways,carry_on
Est-ce que je peux emmener des livres dans mon bagage à main,carry_on
Quelle est la politique de bagage à main de Malaysia Airlines,carry_on
Est-ce que je peux prendre des souvenirs comme bagage à main,carry_on
Quelle est la taille du bagage à main pour Japan Airlines,carry_on
Est-ce que je peux emporter une batterie portable dans mon bagage à main,carry_on
Quelle est la politique de bagage à main pour Lufthansa,carry_on
Est-ce que je peux prendre un sac à dos comme bagage à main,carry_on
Quel est le poids du bagage à main sur Virgin Atlantic,carry_on
Quelle taille ma valise doit-elle avoir pour être acceptée comme bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Westjet Airlines,carry_on
Puis-je emporter une couverture comme bagage à main,carry_on
Est-ce que je peux emmener des lunettes de soleil dans mon bagage à main,carry_on
Quelle est la politique de bagage à main pour Blue Air,carry_on
Est-ce que je peux prendre un coffre à outils comme bagage à main,carry_on
Quelle est la dimension du bagage à main sur Aeroflot,carry_on
Est-ce que je peux emmener des rasoirs dans mon bagage à main,carry_on
Puis-je prendre mon appareil photo reflex comme bagage à main,carry_on
Quel est le poids du bagage à main sur Air Mauritius,carry_on
Quelles sont les restictions pour les bagages à main sur Air Europa,carry_on
Est-ce que je peux prendre des barres de chocolat dans mon bagage à main,carry_on
Quelle est la politique de bagage à main sur Xiamen Airlines,carry_on
Est-ce que je peux emmener un nécessaire à tricoter dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Austrian Airlines,carry_on
Puis-je prendre un sac à dos pour enfant comme bagage à main,carry_on
Quel est le poids du bagage à main sur Brussels Airlines,carry_on
Est-ce que je peux emmener une poussette de bébé comme bagage à main,carry_on
Quelle est la politique de bagage à main pour Ukraine International Airlines,carry_on
Est-ce que je peux emmener une canne dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Air Alger,carry_on
Puis-je emmener un nécessaire de couture dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Vietnam Airlines,carry_on
Puis-je emmener une montre dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Flybe,carry_on
Est-ce que je peux emmener des DVD dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Volotea,carry_on
Puis-je emmener un nécessaire à maquillage dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Air Senegal,carry_on
Puis-je emmener des lunettes de vue dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Air Moldova,carry_on
Puis-je emmener une calculatrice dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Air China,carry_on
Est-ce que je peux emporter une bouteille d'eau de 500ml dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Air Malta,carry_on
Puis-je emmener des documents administratifs dans mon bagage à main,carry_on
Quelles sont les restrictions pour le bagage à main sur Cebu Pacific,carry_on
Est-ce que ma valise peut dépasser les dimensions recommandées pour le bagage à main si elle est souple et vide,carry_on
Quel est le poids du bagage à main sur Avianca,carry_on
Est-ce que je peux emmener une tablette tactile dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur InterJet,carry_on
Est-ce que je peux emmener une cocotte-minute dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Air Tahiti Nui,carry_on
Est-ce que je peux emmener des chaussures de sport dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Azul,carry_on
Est-ce que je peux emmener des chaussures à talons dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Aeromar,carry_on
Puis-je emmener un oreiller de voyage dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Air Caraibes,carry_on
Est-ce que je peux emmener des serviettes de toilette dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Conviasa,carry_on
Puis-je emmener des essuie-tout dans mon bagage à main,carry_on
Quelles sont les restrictions pour le bagage à main sur Olympic Air,carry_on
Est-ce que je peux emmener du papier toilette dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Air Madagascar,carry_on
Est-ce que je peux emmener un trousseau de clés dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Caribbean Airlines,carry_on
Est-ce que je peux emmener une boussole dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur TAP Air Portugal,carry_on
Est-ce que je peux emmener un tire-bouchon dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Aigle Azur,carry_on
Est-ce que je peux emmener des piles rechargeables dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Air Seychelles,carry_on
Est-ce que je peux emmener un ruban adhésif large dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur Air Astana,carry_on
Est-ce que je peux emmener un mini kit de premier secours dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur EgyptAir,carry_on
Est-ce que je peux emmener un sèche-cheveux pliable dans mon bagage à main,carry_on
Quelles sont les restrictions pour les bagages à main sur SATA International,carry_on
Est-ce que je peux emmener un sachet de thé dans mon bagage à main,carry_on
Quel est le poids du bagage à main sur Air Transat,carry_on
Est-ce que je peux emmener une brosse à dents électrique dans mon bagage à main,carry_on
Quelles sont les restrictions pour le bagage à main sur Garuda Indonesia,carry_on
Est-ce que je peux emmener des lunettes 3D dans mon bagage à main,carry_on
Trouvez moi un hôtel disponible à Paris pour le mois de mai,book_hotel
Je souhaite réserver une chambre à Toronto pour la semaine prochaine,book_hotel
Quels sont les meilleurs hôtels à Rome pour séjourner en juin,book_hotel
Aidez-moi à réserver un hôtel à Sydney du 20 au 25 octobre,book_hotel
Est-ce que je peux trouver un hôtel pas cher à Manhattan pour cette semaine,book_hotel
Réservez-moi un hôtel à Berlin pour le week-end prochain,book_hotel
Recherchez des hôtels disponibles à Moscou pour un séjour de trois jours,book_hotel
J'ai besoin de réserver un hôtel à Tokyo pour quatre nuits,book_hotel
Suggérez-moi des hôtels de luxe à Las Vegas pour mon séjour,book_hotel
Je cherche un hôtel confortable à Barcelone pour mon voyage,book_hotel
Aidez moi à trouver un hôtel à Amsterdam pour mon séjour d'affaires,book_hotel
Réservez un hôtel à Zurich pour mon voyage d'une semaine,book_hotel
Je souhaite réserver un hôtel à Londres pour le mois d'août,book_hotel
Pouvez-vous m'aider à trouver un hôtel abordable à Madrid,book_hotel
Je cherche un hôtel à Monaco pour passer un week-end,book_hotel
Aidez-moi à réserver un hôtel à Marrakech pour mon séjour de vacances,book_hotel
Je veux réserver un hôtel à Bali pour mon voyage de lune de miel,book_hotel
Trouvez-moi un hôtel avec vue sur la mer à Miami,book_hotel
Je voudrais réserver un hôtel à New York pour le Nouvel An,book_hotel
Quels sont les meilleurs hôtels à Los Angeles pour un séjour de cinq nuits,book_hotel
Aidez-moi à réserver un hôtel à San Francisco pour mon voyage d'affaires,book_hotel
Je cherche un hôtel à Istanbul pour un séjour de deux semaines,book_hotel
Réservez-moi un hôtel à Dubai pour mon prochain voyage,book_hotel
"Je souhaite séjourner dans un hôtel de luxe à Singapour, pouvez-vous m'aider",book_hotel
Je cherche un hôtel tranquille à Maui pour mon voyage,book_hotel
Je veux réserver un hôtel à Bangkok pour mon voyage la semaine prochaine,book_hotel
Aidez-moi à trouver un hôtel à Cape Town pour mon séjour,book_hotel
Réservez-moi un hôtel à Abou Dhabi pour mon voyage,book_hotel
Je veux un hôtel près de la plage à Salvador de Bahia pour mon séjour,book_hotel
Trouvez-moi un hôtel à Zurich pour mon voyage d'affaires,book_hotel
Quels sont les hôtels disponibles à Oslo pour un séjour d'une semaine,book_hotel
Je cherche à réserver un hôtel à Athènes pour mes vacances d'été,book_hotel
Aidez-moi à réserver un hôtel à Venise pour mon anniversaire,book_hotel
Je souhaite un hôtel près du centre-ville à Munich pour mon voyage,book_hotel
Réservez-moi un hôtel à Stockholm pour mon week-end,book_hotel
Je veux réserver un hôtel à Copenhague pour le mois de juillet,book_hotel
Je cherche un hôtel à Helsinki pour mon voyage de deux semaines,book_hotel
Aidez-moi à réserver un hôtel au Caire pour mon séjour d'affaires,book_hotel
Je souhaite séjourner dans un hôtel à Bruxelles pour une semaine,book_hotel
Trouvez-moi un hôtel à Vienne pour le mois de septembre,book_hotel
Je cherche un hôtel convenable à Malaga pour mon séjour,book_hotel
Je souhaite séjourner dans un hôtel à Florence pour trois nuits,book_hotel
Réservez-moi un hôtel à Sofia pour mon voyage,book_hotel
Je veux réserver un hôtel à Luxembourg pour mon séjour d'affaires,book_hotel
Trouvez-moi un hôtel à Princeton pour mon week-end,book_hotel
Je cherche à réserver un hôtel à Calgary pour mon séjour d'hiver,book_hotel
Aidez-moi à trouver un hôtel à Rio de Janeiro pour mon séjour de vacances,book_hotel
Je veux un hôtel à Milan pour mon voyage de shopping,book_hotel
Cherchez des vols directs pour aller à Sydney le 12 avril,book_flight
Réservez un vol de Boston à Miami du 17 au 20 avril,book_flight
Quels sont les vols disponibles pour Seattle du 22 au 29 mai,book_flight
J'ai besoin de voler de Paris à Rome le 11 juin,book_flight
Réservez un vol de Delhi à Mumbai le 5 juillet,book_flight
Je recherche des vols vers New York pour la première semaine d'août,book_flight
Cherchez un vol vers Lisbonne à partir du 12 septembre,book_flight
Trouvez-moi un vol vers Osaka à partir du 20 octobre,book_flight
Faites une réservation pour aller à San Diego le 14 novembre,book_flight
J'ai besoin de prendre un vol pour Berlin le 30 décembre,book_flight
Besoin de réserver un vol pour Chicago du 15 au 22 janvier,book_flight
Où puis-je trouver des vols abordables pour Barcelone en février,book_flight
J'ai besoin d'un vol de Tokyo à Pékin le 6 mars,book_flight
Recherchez un vol pour Amsterdam à la mi-avril,book_flight
Besoin des prix des vols vers Bangkok pour la fin mai,book_flight
Réservez un vol de Toronto à Vancouver pour le début juin,book_flight
Je veux réserver un vol de Genève à Zurich le 25 juillet,book_flight
Trouvez-moi des vols vers Dublin en août,book_flight
Réservez un vol de Moscou à Saint-Pétersbourg pour septembre,book_flight
Vérifiez les vols disponibles pour Kuala Lumpur en octobre,book_flight
Je dois aller à Bruxelles à la mi-novembre,book_flight
Réservez un vol vers Hong Kong pour décembre,book_flight
Je cherche un vol pas cher pour Helsinki en janvier,book_flight
Je dois réserver un vol pour Madrid le 14 février,book_flight
Cherchez un vol vers Stockholm pour le 3 mars,book_flight
Je dois avoir un vol de Bombay à Bangalore le 8 avril,book_flight
Je recherche un vol de Singapour à Jakarta pour le 10 mai,book_flight
Je veux réserver un vol pour Le Caire pour le 15 juin,book_flight
Je recherche un vol vers Istanbul pour le 20 juillet,book_flight
Je dois réserver un vol pour Buenos Aires pour le 12 août,book_flight
Trouvez-moi un vol pour Rio de Janeiro pour le 30 septembre,book_flight
Je cherche un vol de L'Alaska à Hawaï pour le 31 octobre,book_flight
Je dois me rendre à Boston pour le 15 novembre,book_flight
Je veux aller à Miami pour le 1er décembre,book_flight
Je voudrais un vol vers Orlando pour le 5 janvier,book_flight
Réservez un vol de Detroit à Las Vegas pour le 3 février,book_flight
Je veux aller à Seattle pour le 20 mars,book_flight
Trouvez-moi un vol de Houston à Denver le 16 avril,book_flight
Je dois voler de Phoenix à Philadelphie le 5 mai,book_flight
Je veux aller à San Antonio au plus tôt possible,book_flight
Je cherche un vol vers Dallas pour le 11 juin,book_flight
Réservez moi un vol pour Austin le 3 juillet,book_flight
Je veux réserver un vol de Jacksonville à Indianapolis le 1er août,book_flight
Je suis à la recherche d'un vol pas cher pour San Francisco pour le 16 septembre,book_flight
Trouvez-moi un vol pour Charlotte le 22 octobre,book_flight
Je dois réserver un vol pour Fort Worth le 6 novembre,book_flight
Cherchez les vols aller-retour Columbus-Jénine pour le 28 février,book_flight
Je souhaite réserver un vol de New York à Amsterdam,book_flight
Veuillez me montrer les vols disponibles de Toronto à Berlin pour le premier week-end de juin,book_flight
Je cherche un vol de Munich à Paris qui arrive avant 10 heures le mardi matin,book_flight
"Je dois voler de Hambourg à Zurich en juillet, pourquoi comparer les prix avec plusieurs compagnies aériennes",book_flight
"Réservation d'un vol de Munich à Stuttgart, arrivée le 30 juin vers 19 heures. Pouvez-vous m'aider avec cela",book_flight
Trouvez-moi un vol de Calgary à Ottawa le 17 juillet,book_flight
Réservez-moi un vol vers Madrid à partir de Barcelone pour le 10 mai,book_flight
Trouvez un vol direct de Paris à Nice,book_flight
Je cherche un vol de Los Angeles à San Francisco le plus tôt possible,book_flight
Pouvez-vous réserver un vol de Sydney à Canberra pour moi le 18 juillet,book_flight
Je veux réserver un vol de Melbourne à Brisbane pour les premières heures du 27 août. Pouvez-vous m'aider avec cela,book_flight
Trouvez le vol le moins cher de London à Edimbourg,book_flight
Réservez-moi un vol de Londres à Manchester pour le 23 juillet,book_flight
Je veux réserver un vol de Kyoto à Tokyo pour le 1er août,book_flight
"Je cherche un vol de Delhi à Mumbai,en juillet. Veuillez comparer les prix de plusieurs compagnies aériennes",book_flight
Je veux parler à quelqu'un des vols de Toronto à Montréal,book_flight
Pouvez-vous réserver un vol pour moi de Melbourne à Sydney le 24 décembre à 20 heures,book_flight
Veuillez m'informer des vols disponibles de Copenhague à Stockholm,book_flight
Je souhaite réserver un vol de Oslo à Bergen pour le 7 mai,book_flight
J'ai besoin de trouver un vol de Vienne à Salzbourg,book_flight
"Trouvez-moi un vol direct pour Krems, arrivée pour le 20 juin. Pouvez-vous m'aider avec cela",book_flight
Recherchez un vol de Bruxelles à Anvers pour le matin du 10 mai,book_flight
J'ai besoin de réserver un vol de Paris à Cannes pour le 30 juin,book_flight
Je cherche un vol de Berlin à Heidelberg pour le 1er juillet,book_flight
Je veux un vol de Francfort à Hambourg qui arrive le 27 juillet à midi,book_flight
Je cherche un vol de Düsseldorf à Cologne pour le 15 mai,book_flight
Je cherche un vol de Berlin à Munich qui arrive le 24 juillet à 15 heures,book_flight
Je dois réserver un vol de Toronto à Vancouver pour le 30 juillet,book_flight
Je cherche un vol de Ottawa à Montréal pour le 10 mai,book_flight
Veuillez trouver un vol de Rome à Milan pour le 12 décembre,book_flight
J'ai besoin d'un vol de Madrid à Séville pour la mi-mai,book_flight
Trouvez un vol aller-retour de Lisbonne à Porto en juin,book_flight
Je veux voler de Dublin à Cork le 20 juillet,book_flight
Je dois réserver un vol de Toulouse à Marseille pour le 14 juillet,book_flight
Réservez un vol de Tours à Lyon pour la mi-août,book_flight
Trouver un vol de Bordeaux à Paris le 30 juillet,book_flight
Je recherche un vol de Toronto à Calgary pour début septembre,book_flight
Je veux un vol vers Los Angeles à partir de San Francisco le 21 septembre,book_flight
Je dois réserver un vol de Chicago à New York pour le 10 septembre,book_flight
Veuillez réserver un vol de Houston à Las Vegas pour le 20 août,book_flight
Je cherche un vol de Paris à Bordeaux pour l’été,book_flight
Quel est le meilleur vol de Londres à Edimbourg,book_flight
Réservez un vol de Berlin à Munich pour le 15 septembre,book_flight
Trouvez-moi un vol pour Chicago à partir de New York pour le 20 octobre,book_flight
Je suis à la recherche d'un vol de San Francisco à Los Angeles le plus tôt possible,book_flight
Trouvez un vol direct pour Londres à partir de New York pour octobre,book_flight
Je cherche un vol de Dallas à Houston pour le 18 novembre,book_flight
Réservez un vol de Melbourne à Sydney pour décembre,book_flight
